Name,Detailed,Total
Candidat_991153,"[10, 10, 10, 10, 40, 20]",100
Candidat_861800,"[10, 10, 10, 10, 40, 20]",100
Candidat_863441,"[10, 10, 10, 10, 40, 20]",100
Candidat_863455,"[10, 10, 10, 10, 40, 20]",100
Candidat_863454,"[10, 10, 10, 10, 40, 20]",100
Candidat_863453,"[10, 10, 10, 10, 40, 20]",100
Candidat_863452,"[10, 10, 10, 10, 40, 20]",100
Candidat_863451,"[10, 10, 10, 10, 40, 20]",100
Candidat_863450,"[10, 10, 10, 10, 40, 20]",100
Candidat_863449,"[10, 10, 10, 10, 40, 20]",100
Candidat_863448,"[10, 10, 10, 10, 40, 20]",100
Candidat_863447,"[10, 10, 10, 10, 40, 20]",100
Candidat_863446,"[10, 10, 10, 10, 40, 20]",100
Candidat_863445,"[10, 10, 10, 10, 40, 20]",100
Candidat_863444,"[10, 10, 10, 10, 40, 20]",100
Candidat_863443,"[10, 10, 10, 10, 40, 20]",100
Candidat_863442,"[10, 10, 10, 10, 40, 20]",100
Candidat_863440,"[10, 10, 10, 10, 40, 20]",100
Candidat_991152,"[10, 10, 10, 10, 40, 20]",100
Candidat_863439,"[10, 10, 10, 10, 40, 20]",100
Candidat_863438,"[10, 10, 10, 10, 40, 20]",100
Candidat_863437,"[10, 10, 10, 10, 40, 20]",100
Candidat_863436,"[10, 10, 10, 10, 40, 20]",100
Candidat_863435,"[10, 10, 10, 10, 40, 20]",100
Candidat_863434,"[10, 10, 10, 10, 40, 20]",100
Candidat_863433,"[10, 10, 10, 10, 40, 20]",100
Candidat_863432,"[10, 10, 10, 10, 40, 20]",100
Candidat_863431,"[10, 10, 10, 10, 40, 20]",100
Candidat_991147,"[10, 10, 10, 10, 40, 20]",100
Candidat_991148,"[10, 10, 10, 10, 40, 20]",100
Candidat_991149,"[10, 10, 10, 10, 40, 20]",100
Candidat_991150,"[10, 10, 10, 10, 40, 20]",100
Candidat_991151,"[10, 10, 10, 10, 40, 20]",100
Candidat_861801,"[10, 10, 10, 10, 40, 20]",100
Candidat_861799,"[10, 10, 10, 10, 40, 20]",100
Candidat_860953,"[10, 10, 10, 10, 40, 20]",100
Candidat_860969,"[10, 10, 10, 10, 40, 20]",100
Candidat_861763,"[10, 10, 10, 10, 40, 20]",100
Candidat_861762,"[10, 10, 10, 10, 40, 20]",100
Candidat_861761,"[10, 10, 10, 10, 40, 20]",100
Candidat_861760,"[10, 10, 10, 10, 40, 20]",100
Candidat_861759,"[10, 10, 10, 10, 40, 20]",100
Candidat_861758,"[10, 10, 10, 10, 40, 20]",100
Candidat_861757,"[10, 10, 10, 10, 40, 20]",100
Candidat_861756,"[10, 10, 10, 10, 40, 20]",100
Candidat_861755,"[10, 10, 10, 10, 40, 20]",100
Candidat_861754,"[10, 10, 10, 10, 40, 20]",100
Candidat_861753,"[10, 10, 10, 10, 40, 20]",100
Candidat_861752,"[10, 10, 10, 10, 40, 20]",100
Candidat_861751,"[10, 10, 10, 10, 40, 20]",100
Candidat_860970,"[10, 10, 10, 10, 40, 20]",100
Candidat_860968,"[10, 10, 10, 10, 40, 20]",100
Candidat_861765,"[10, 10, 10, 10, 40, 20]",100
Candidat_860967,"[10, 10, 10, 10, 40, 20]",100
Candidat_860966,"[10, 10, 10, 10, 40, 20]",100
Candidat_860965,"[10, 10, 10, 10, 40, 20]",100
Candidat_860964,"[10, 10, 10, 10, 40, 20]",100
Candidat_860963,"[10, 10, 10, 10, 40, 20]",100
Candidat_860962,"[10, 10, 10, 10, 40, 20]",100
Candidat_860961,"[10, 10, 10, 10, 40, 20]",100
Candidat_860960,"[10, 10, 10, 10, 40, 20]",100
Candidat_860959,"[10, 10, 10, 10, 40, 20]",100
Candidat_860958,"[10, 10, 10, 10, 40, 20]",100
Candidat_860957,"[10, 10, 10, 10, 40, 20]",100
Candidat_860956,"[10, 10, 10, 10, 40, 20]",100
Candidat_860955,"[10, 10, 10, 10, 40, 20]",100
Candidat_860954,"[10, 10, 10, 10, 40, 20]",100
Candidat_861764,"[10, 10, 10, 10, 40, 20]",100
Candidat_861766,"[10, 10, 10, 10, 40, 20]",100
Candidat_861798,"[10, 10, 10, 10, 40, 20]",100
Candidat_861783,"[10, 10, 10, 10, 40, 20]",100
Candidat_861797,"[10, 10, 10, 10, 40, 20]",100
Candidat_861796,"[10, 10, 10, 10, 40, 20]",100
Candidat_861795,"[10, 10, 10, 10, 40, 20]",100
Candidat_861794,"[10, 10, 10, 10, 40, 20]",100
Candidat_861793,"[10, 10, 10, 10, 40, 20]",100
Candidat_861792,"[10, 10, 10, 10, 40, 20]",100
Candidat_861791,"[10, 10, 10, 10, 40, 20]",100
Candidat_861790,"[10, 10, 10, 10, 40, 20]",100
Candidat_861789,"[10, 10, 10, 10, 40, 20]",100
Candidat_861788,"[10, 10, 10, 10, 40, 20]",100
Candidat_861787,"[10, 10, 10, 10, 40, 20]",100
Candidat_861786,"[10, 10, 10, 10, 40, 20]",100
Candidat_861785,"[10, 10, 10, 10, 40, 20]",100
Candidat_861784,"[10, 10, 10, 10, 40, 20]",100
Candidat_861782,"[10, 10, 10, 10, 40, 20]",100
Candidat_861767,"[10, 10, 10, 10, 40, 20]",100
Candidat_861781,"[10, 10, 10, 10, 40, 20]",100
Candidat_861780,"[10, 10, 10, 10, 40, 20]",100
Candidat_861779,"[10, 10, 10, 10, 40, 20]",100
Candidat_861778,"[10, 10, 10, 10, 40, 20]",100
Candidat_861777,"[10, 10, 10, 10, 40, 20]",100
Candidat_861776,"[10, 10, 10, 10, 40, 20]",100
Candidat_861775,"[10, 10, 10, 10, 40, 20]",100
Candidat_861774,"[10, 10, 10, 10, 40, 20]",100
Candidat_861773,"[10, 10, 10, 10, 40, 20]",100
Candidat_861772,"[10, 10, 10, 10, 40, 20]",100
Candidat_861771,"[10, 10, 10, 10, 40, 20]",100
Candidat_861770,"[10, 10, 10, 10, 40, 20]",100
Candidat_861769,"[10, 10, 10, 10, 40, 20]",100
Candidat_861768,"[10, 10, 10, 10, 40, 20]",100
Candidat_859257,"[10, 10, 10, 10, 40, 20]",100
Candidat_859255,"[10, 10, 10, 10, 40, 20]",100
Candidat_855085,"[10, 10, 10, 10, 40, 20]",100
Candidat_856729,"[10, 10, 10, 10, 40, 20]",100
Candidat_856743,"[10, 10, 10, 10, 40, 20]",100
Candidat_856742,"[10, 10, 10, 10, 40, 20]",100
Candidat_856741,"[10, 10, 10, 10, 40, 20]",100
Candidat_856740,"[10, 10, 10, 10, 40, 20]",100
Candidat_856739,"[10, 10, 10, 10, 40, 20]",100
Candidat_856738,"[10, 10, 10, 10, 40, 20]",100
Candidat_856737,"[10, 10, 10, 10, 40, 20]",100
Candidat_856736,"[10, 10, 10, 10, 40, 20]",100
Candidat_856735,"[10, 10, 10, 10, 40, 20]",100
Candidat_856734,"[10, 10, 10, 10, 40, 20]",100
Candidat_856733,"[10, 10, 10, 10, 40, 20]",100
Candidat_856732,"[10, 10, 10, 10, 40, 20]",100
Candidat_856731,"[10, 10, 10, 10, 40, 20]",100
Candidat_856730,"[10, 10, 10, 10, 40, 20]",100
Candidat_856728,"[10, 10, 10, 10, 40, 20]",100
Candidat_856745,"[10, 10, 10, 10, 40, 20]",100
Candidat_856727,"[10, 10, 10, 10, 40, 20]",100
Candidat_856726,"[10, 10, 10, 10, 40, 20]",100
Candidat_856725,"[10, 10, 10, 10, 40, 20]",100
Candidat_856724,"[10, 10, 10, 10, 40, 20]",100
Candidat_856723,"[10, 10, 10, 10, 40, 20]",100
Candidat_856722,"[10, 10, 10, 10, 40, 20]",100
Candidat_856721,"[10, 10, 10, 10, 40, 20]",100
Candidat_856720,"[10, 10, 10, 10, 40, 20]",100
Candidat_856719,"[10, 10, 10, 10, 40, 20]",100
Candidat_856718,"[10, 10, 10, 10, 40, 20]",100
Candidat_856717,"[10, 10, 10, 10, 40, 20]",100
Candidat_856716,"[10, 10, 10, 10, 40, 20]",100
Candidat_856715,"[10, 10, 10, 10, 40, 20]",100
Candidat_856714,"[10, 10, 10, 10, 40, 20]",100
Candidat_856744,"[10, 10, 10, 10, 40, 20]",100
Candidat_856746,"[10, 10, 10, 10, 40, 20]",100
Candidat_856712,"[10, 10, 10, 10, 40, 20]",100
Candidat_856763,"[10, 10, 10, 10, 40, 20]",100
Candidat_857557,"[10, 10, 10, 10, 40, 20]",100
Candidat_857556,"[10, 10, 10, 10, 40, 20]",100
Candidat_857555,"[10, 10, 10, 10, 40, 20]",100
Candidat_857554,"[10, 10, 10, 10, 40, 20]",100
Candidat_857553,"[10, 10, 10, 10, 40, 20]",100
Candidat_857552,"[10, 10, 10, 10, 40, 20]",100
Candidat_857551,"[10, 10, 10, 10, 40, 20]",100
Candidat_856770,"[10, 10, 10, 10, 40, 20]",100
Candidat_856769,"[10, 10, 10, 10, 40, 20]",100
Candidat_856768,"[10, 10, 10, 10, 40, 20]",100
Candidat_856767,"[10, 10, 10, 10, 40, 20]",100
Candidat_856766,"[10, 10, 10, 10, 40, 20]",100
Candidat_856765,"[10, 10, 10, 10, 40, 20]",100
Candidat_856764,"[10, 10, 10, 10, 40, 20]",100
Candidat_856762,"[10, 10, 10, 10, 40, 20]",100
Candidat_856747,"[10, 10, 10, 10, 40, 20]",100
Candidat_856761,"[10, 10, 10, 10, 40, 20]",100
Candidat_856760,"[10, 10, 10, 10, 40, 20]",100
Candidat_856759,"[10, 10, 10, 10, 40, 20]",100
Candidat_856758,"[10, 10, 10, 10, 40, 20]",100
Candidat_856757,"[10, 10, 10, 10, 40, 20]",100
Candidat_856756,"[10, 10, 10, 10, 40, 20]",100
Candidat_856755,"[10, 10, 10, 10, 40, 20]",100
Candidat_856754,"[10, 10, 10, 10, 40, 20]",100
Candidat_856753,"[10, 10, 10, 10, 40, 20]",100
Candidat_856752,"[10, 10, 10, 10, 40, 20]",100
Candidat_856751,"[10, 10, 10, 10, 40, 20]",100
Candidat_856750,"[10, 10, 10, 10, 40, 20]",100
Candidat_856749,"[10, 10, 10, 10, 40, 20]",100
Candidat_856748,"[10, 10, 10, 10, 40, 20]",100
Candidat_856713,"[10, 10, 10, 10, 40, 20]",100
Candidat_856711,"[10, 10, 10, 10, 40, 20]",100
Candidat_857559,"[10, 10, 10, 10, 40, 20]",100
Candidat_855881,"[10, 10, 10, 10, 40, 20]",100
Candidat_855895,"[10, 10, 10, 10, 40, 20]",100
Candidat_855894,"[10, 10, 10, 10, 40, 20]",100
Candidat_855893,"[10, 10, 10, 10, 40, 20]",100
Candidat_855892,"[10, 10, 10, 10, 40, 20]",100
Candidat_855891,"[10, 10, 10, 10, 40, 20]",100
Candidat_855890,"[10, 10, 10, 10, 40, 20]",100
Candidat_855889,"[10, 10, 10, 10, 40, 20]",100
Candidat_855888,"[10, 10, 10, 10, 40, 20]",100
Candidat_855887,"[10, 10, 10, 10, 40, 20]",100
Candidat_855886,"[10, 10, 10, 10, 40, 20]",100
Candidat_855885,"[10, 10, 10, 10, 40, 20]",100
Candidat_855884,"[10, 10, 10, 10, 40, 20]",100
Candidat_855883,"[10, 10, 10, 10, 40, 20]",100
Candidat_855882,"[10, 10, 10, 10, 40, 20]",100
Candidat_855880,"[10, 10, 10, 10, 40, 20]",100
Candidat_855897,"[10, 10, 10, 10, 40, 20]",100
Candidat_855879,"[10, 10, 10, 10, 40, 20]",100
Candidat_855878,"[10, 10, 10, 10, 40, 20]",100
Candidat_855877,"[10, 10, 10, 10, 40, 20]",100
Candidat_855876,"[10, 10, 10, 10, 40, 20]",100
Candidat_855875,"[10, 10, 10, 10, 40, 20]",100
Candidat_855874,"[10, 10, 10, 10, 40, 20]",100
Candidat_855873,"[10, 10, 10, 10, 40, 20]",100
Candidat_855872,"[10, 10, 10, 10, 40, 20]",100
Candidat_855871,"[10, 10, 10, 10, 40, 20]",100
Candidat_855090,"[10, 10, 10, 10, 40, 20]",100
Candidat_855089,"[10, 10, 10, 10, 40, 20]",100
Candidat_855088,"[10, 10, 10, 10, 40, 20]",100
Candidat_855087,"[10, 10, 10, 10, 40, 20]",100
Candidat_855086,"[10, 10, 10, 10, 40, 20]",100
Candidat_855896,"[10, 10, 10, 10, 40, 20]",100
Candidat_855898,"[10, 10, 10, 10, 40, 20]",100
Candidat_855930,"[10, 10, 10, 10, 40, 20]",100
Candidat_855915,"[10, 10, 10, 10, 40, 20]",100
Candidat_855929,"[10, 10, 10, 10, 40, 20]",100
Candidat_855928,"[10, 10, 10, 10, 40, 20]",100
Candidat_855927,"[10, 10, 10, 10, 40, 20]",100
Candidat_855926,"[10, 10, 10, 10, 40, 20]",100
Candidat_855925,"[10, 10, 10, 10, 40, 20]",100
Candidat_855924,"[10, 10, 10, 10, 40, 20]",100
Candidat_855923,"[10, 10, 10, 10, 40, 20]",100
Candidat_855922,"[10, 10, 10, 10, 40, 20]",100
Candidat_855921,"[10, 10, 10, 10, 40, 20]",100
Candidat_855920,"[10, 10, 10, 10, 40, 20]",100
Candidat_855919,"[10, 10, 10, 10, 40, 20]",100
Candidat_855918,"[10, 10, 10, 10, 40, 20]",100
Candidat_855917,"[10, 10, 10, 10, 40, 20]",100
Candidat_855916,"[10, 10, 10, 10, 40, 20]",100
Candidat_855914,"[10, 10, 10, 10, 40, 20]",100
Candidat_855899,"[10, 10, 10, 10, 40, 20]",100
Candidat_855913,"[10, 10, 10, 10, 40, 20]",100
Candidat_855912,"[10, 10, 10, 10, 40, 20]",100
Candidat_855911,"[10, 10, 10, 10, 40, 20]",100
Candidat_855910,"[10, 10, 10, 10, 40, 20]",100
Candidat_855909,"[10, 10, 10, 10, 40, 20]",100
Candidat_855908,"[10, 10, 10, 10, 40, 20]",100
Candidat_855907,"[10, 10, 10, 10, 40, 20]",100
Candidat_855906,"[10, 10, 10, 10, 40, 20]",100
Candidat_855905,"[10, 10, 10, 10, 40, 20]",100
Candidat_855904,"[10, 10, 10, 10, 40, 20]",100
Candidat_855903,"[10, 10, 10, 10, 40, 20]",100
Candidat_855902,"[10, 10, 10, 10, 40, 20]",100
Candidat_855901,"[10, 10, 10, 10, 40, 20]",100
Candidat_855900,"[10, 10, 10, 10, 40, 20]",100
Candidat_857558,"[10, 10, 10, 10, 40, 20]",100
Candidat_857560,"[10, 10, 10, 10, 40, 20]",100
Candidat_859254,"[10, 10, 10, 10, 40, 20]",100
Candidat_858425,"[10, 10, 10, 10, 40, 20]",100
Candidat_858439,"[10, 10, 10, 10, 40, 20]",100
Candidat_858438,"[10, 10, 10, 10, 40, 20]",100
Candidat_858437,"[10, 10, 10, 10, 40, 20]",100
Candidat_858436,"[10, 10, 10, 10, 40, 20]",100
Candidat_858435,"[10, 10, 10, 10, 40, 20]",100
Candidat_858434,"[10, 10, 10, 10, 40, 20]",100
Candidat_858433,"[10, 10, 10, 10, 40, 20]",100
Candidat_858432,"[10, 10, 10, 10, 40, 20]",100
Candidat_858431,"[10, 10, 10, 10, 40, 20]",100
Candidat_858430,"[10, 10, 10, 10, 40, 20]",100
Candidat_858429,"[10, 10, 10, 10, 40, 20]",100
Candidat_858428,"[10, 10, 10, 10, 40, 20]",100
Candidat_858427,"[10, 10, 10, 10, 40, 20]",100
Candidat_858426,"[10, 10, 10, 10, 40, 20]",100
Candidat_858424,"[10, 10, 10, 10, 40, 20]",100
Candidat_858441,"[10, 10, 10, 10, 40, 20]",100
Candidat_858423,"[10, 10, 10, 10, 40, 20]",100
Candidat_858422,"[10, 10, 10, 10, 40, 20]",100
Candidat_858421,"[10, 10, 10, 10, 40, 20]",100
Candidat_858420,"[10, 10, 10, 10, 40, 20]",100
Candidat_858419,"[10, 10, 10, 10, 40, 20]",100
Candidat_858418,"[10, 10, 10, 10, 40, 20]",100
Candidat_858417,"[10, 10, 10, 10, 40, 20]",100
Candidat_858416,"[10, 10, 10, 10, 40, 20]",100
Candidat_858415,"[10, 10, 10, 10, 40, 20]",100
Candidat_858414,"[10, 10, 10, 10, 40, 20]",100
Candidat_858413,"[10, 10, 10, 10, 40, 20]",100
Candidat_858412,"[10, 10, 10, 10, 40, 20]",100
Candidat_858411,"[10, 10, 10, 10, 40, 20]",100
Candidat_858410,"[10, 10, 10, 10, 40, 20]",100
Candidat_858440,"[10, 10, 10, 10, 40, 20]",100
Candidat_858442,"[10, 10, 10, 10, 40, 20]",100
Candidat_858408,"[10, 10, 10, 10, 40, 20]",100
Candidat_859239,"[10, 10, 10, 10, 40, 20]",100
Candidat_859253,"[10, 10, 10, 10, 40, 20]",100
Candidat_859252,"[10, 10, 10, 10, 40, 20]",100
Candidat_859251,"[10, 10, 10, 10, 40, 20]",100
Candidat_859250,"[10, 10, 10, 10, 40, 20]",100
Candidat_859249,"[10, 10, 10, 10, 40, 20]",100
Candidat_859248,"[10, 10, 10, 10, 40, 20]",100
Candidat_859247,"[10, 10, 10, 10, 40, 20]",100
Candidat_859246,"[10, 10, 10, 10, 40, 20]",100
Candidat_859245,"[10, 10, 10, 10, 40, 20]",100
Candidat_859244,"[10, 10, 10, 10, 40, 20]",100
Candidat_859243,"[10, 10, 10, 10, 40, 20]",100
Candidat_859242,"[10, 10, 10, 10, 40, 20]",100
Candidat_859241,"[10, 10, 10, 10, 40, 20]",100
Candidat_859240,"[10, 10, 10, 10, 40, 20]",100
Candidat_859238,"[10, 10, 10, 10, 40, 20]",100
Candidat_858443,"[10, 10, 10, 10, 40, 20]",100
Candidat_859237,"[10, 10, 10, 10, 40, 20]",100
Candidat_859236,"[10, 10, 10, 10, 40, 20]",100
Candidat_859235,"[10, 10, 10, 10, 40, 20]",100
Candidat_859234,"[10, 10, 10, 10, 40, 20]",100
Candidat_859233,"[10, 10, 10, 10, 40, 20]",100
Candidat_859232,"[10, 10, 10, 10, 40, 20]",100
Candidat_859231,"[10, 10, 10, 10, 40, 20]",100
Candidat_858450,"[10, 10, 10, 10, 40, 20]",100
Candidat_858449,"[10, 10, 10, 10, 40, 20]",100
Candidat_858448,"[10, 10, 10, 10, 40, 20]",100
Candidat_858447,"[10, 10, 10, 10, 40, 20]",100
Candidat_858446,"[10, 10, 10, 10, 40, 20]",100
Candidat_858445,"[10, 10, 10, 10, 40, 20]",100
Candidat_858444,"[10, 10, 10, 10, 40, 20]",100
Candidat_858409,"[10, 10, 10, 10, 40, 20]",100
Candidat_858407,"[10, 10, 10, 10, 40, 20]",100
Candidat_857561,"[10, 10, 10, 10, 40, 20]",100
Candidat_857577,"[10, 10, 10, 10, 40, 20]",100
Candidat_857591,"[10, 10, 10, 10, 40, 20]",100
Candidat_857590,"[10, 10, 10, 10, 40, 20]",100
Candidat_857589,"[10, 10, 10, 10, 40, 20]",100
Candidat_857588,"[10, 10, 10, 10, 40, 20]",100
Candidat_857587,"[10, 10, 10, 10, 40, 20]",100
Candidat_857586,"[10, 10, 10, 10, 40, 20]",100
Candidat_857585,"[10, 10, 10, 10, 40, 20]",100
Candidat_857584,"[10, 10, 10, 10, 40, 20]",100
Candidat_857583,"[10, 10, 10, 10, 40, 20]",100
Candidat_857582,"[10, 10, 10, 10, 40, 20]",100
Candidat_857581,"[10, 10, 10, 10, 40, 20]",100
Candidat_857580,"[10, 10, 10, 10, 40, 20]",100
Candidat_857579,"[10, 10, 10, 10, 40, 20]",100
Candidat_857578,"[10, 10, 10, 10, 40, 20]",100
Candidat_857576,"[10, 10, 10, 10, 40, 20]",100
Candidat_857593,"[10, 10, 10, 10, 40, 20]",100
Candidat_857575,"[10, 10, 10, 10, 40, 20]",100
Candidat_857574,"[10, 10, 10, 10, 40, 20]",100
Candidat_857573,"[10, 10, 10, 10, 40, 20]",100
Candidat_857572,"[10, 10, 10, 10, 40, 20]",100
Candidat_857571,"[10, 10, 10, 10, 40, 20]",100
Candidat_857570,"[10, 10, 10, 10, 40, 20]",100
Candidat_857569,"[10, 10, 10, 10, 40, 20]",100
Candidat_857568,"[10, 10, 10, 10, 40, 20]",100
Candidat_857567,"[10, 10, 10, 10, 40, 20]",100
Candidat_857566,"[10, 10, 10, 10, 40, 20]",100
Candidat_857565,"[10, 10, 10, 10, 40, 20]",100
Candidat_857564,"[10, 10, 10, 10, 40, 20]",100
Candidat_857563,"[10, 10, 10, 10, 40, 20]",100
Candidat_857562,"[10, 10, 10, 10, 40, 20]",100
Candidat_857592,"[10, 10, 10, 10, 40, 20]",100
Candidat_857594,"[10, 10, 10, 10, 40, 20]",100
Candidat_858406,"[10, 10, 10, 10, 40, 20]",100
Candidat_858391,"[10, 10, 10, 10, 40, 20]",100
Candidat_858405,"[10, 10, 10, 10, 40, 20]",100
Candidat_858404,"[10, 10, 10, 10, 40, 20]",100
Candidat_858403,"[10, 10, 10, 10, 40, 20]",100
Candidat_858402,"[10, 10, 10, 10, 40, 20]",100
Candidat_858401,"[10, 10, 10, 10, 40, 20]",100
Candidat_858400,"[10, 10, 10, 10, 40, 20]",100
Candidat_858399,"[10, 10, 10, 10, 40, 20]",100
Candidat_858398,"[10, 10, 10, 10, 40, 20]",100
Candidat_858397,"[10, 10, 10, 10, 40, 20]",100
Candidat_858396,"[10, 10, 10, 10, 40, 20]",100
Candidat_858395,"[10, 10, 10, 10, 40, 20]",100
Candidat_858394,"[10, 10, 10, 10, 40, 20]",100
Candidat_858393,"[10, 10, 10, 10, 40, 20]",100
Candidat_858392,"[10, 10, 10, 10, 40, 20]",100
Candidat_857610,"[10, 10, 10, 10, 40, 20]",100
Candidat_857595,"[10, 10, 10, 10, 40, 20]",100
Candidat_857609,"[10, 10, 10, 10, 40, 20]",100
Candidat_857608,"[10, 10, 10, 10, 40, 20]",100
Candidat_857607,"[10, 10, 10, 10, 40, 20]",100
Candidat_857606,"[10, 10, 10, 10, 40, 20]",100
Candidat_857605,"[10, 10, 10, 10, 40, 20]",100
Candidat_857604,"[10, 10, 10, 10, 40, 20]",100
Candidat_857603,"[10, 10, 10, 10, 40, 20]",100
Candidat_857602,"[10, 10, 10, 10, 40, 20]",100
Candidat_857601,"[10, 10, 10, 10, 40, 20]",100
Candidat_857600,"[10, 10, 10, 10, 40, 20]",100
Candidat_857599,"[10, 10, 10, 10, 40, 20]",100
Candidat_857598,"[10, 10, 10, 10, 40, 20]",100
Candidat_857597,"[10, 10, 10, 10, 40, 20]",100
Candidat_857596,"[10, 10, 10, 10, 40, 20]",100
Candidat_703861,"[10, 10, 10, 10, 40, 20]",100
Candidat_703859,"[10, 10, 10, 10, 40, 20]",100
Candidat_991146,"[10, 10, 10, 10, 40, 20]",100
Candidat_13236250,"[10, 10, 10, 10, 40, 20]",100
Candidat_13233730,"[10, 10, 10, 10, 40, 20]",100
Candidat_13234540,"[10, 10, 10, 10, 40, 20]",100
Candidat_13234570,"[10, 10, 10, 10, 40, 20]",100
Candidat_13235380,"[10, 10, 10, 10, 40, 20]",100
Candidat_13235410,"[10, 10, 10, 10, 40, 20]",100
Candidat_13236220,"[10, 10, 10, 10, 40, 20]",100
Candidat_13237060,"[10, 10, 10, 10, 40, 20]",100
Candidat_665226,"[10, 10, 10, 10, 40, 20]",100
Candidat_13237090,"[10, 10, 10, 10, 40, 20]",100
Candidat_13237900,"[10, 10, 10, 10, 40, 20]",100
Candidat_13237930,"[10, 10, 10, 10, 40, 20]",100
Candidat_13238740,"[10, 10, 10, 10, 40, 20]",100
Candidat_13238770,"[10, 10, 10, 10, 40, 20]",100
Candidat_13239580,"[10, 10, 10, 10, 40, 20]",100
Candidat_13233700,"[10, 10, 10, 10, 40, 20]",100
Candidat_13232890,"[10, 10, 10, 10, 40, 20]",100
Candidat_13232860,"[10, 10, 10, 10, 40, 20]",100
Candidat_13232050,"[10, 10, 10, 10, 40, 20]",100
Candidat_13232020,"[10, 10, 10, 10, 40, 20]",100
Candidat_13231210,"[10, 10, 10, 10, 40, 20]",100
Candidat_13231180,"[10, 10, 10, 10, 40, 20]",100
Candidat_991960,"[10, 10, 10, 10, 40, 20]",100
Candidat_13229530,"[10, 10, 10, 10, 40, 20]",100
Candidat_13229500,"[10, 10, 10, 10, 40, 20]",100
Candidat_13228690,"[10, 10, 10, 10, 40, 20]",100
Candidat_13228660,"[10, 10, 10, 10, 40, 20]",100
Candidat_13227850,"[10, 10, 10, 10, 40, 20]",100
Candidat_13227820,"[10, 10, 10, 10, 40, 20]",100
Candidat_13227010,"[10, 10, 10, 10, 40, 20]",100
Candidat_13226980,"[10, 10, 10, 10, 40, 20]",100
Candidat_13226170,"[10, 10, 10, 10, 40, 20]",100
Candidat_13239610,"[10, 10, 10, 10, 40, 20]",100
Candidat_13240420,"[10, 10, 10, 10, 40, 20]",100
Candidat_13240450,"[10, 10, 10, 10, 40, 20]",100
Candidat_13247980,"[10, 10, 10, 10, 40, 20]",100
Candidat_13253890,"[10, 10, 10, 10, 40, 20]",100
Candidat_13253860,"[10, 10, 10, 10, 40, 20]",100
Candidat_13253050,"[10, 10, 10, 10, 40, 20]",100
Candidat_13253020,"[10, 10, 10, 10, 40, 20]",100
Candidat_13252210,"[10, 10, 10, 10, 40, 20]",100
Candidat_13252180,"[10, 10, 10, 10, 40, 20]",100
Candidat_991959,"[10, 10, 10, 10, 40, 20]",100
Candidat_13250530,"[10, 10, 10, 10, 40, 20]",100
Candidat_13250500,"[10, 10, 10, 10, 40, 20]",100
Candidat_13249690,"[10, 10, 10, 10, 40, 20]",100
Candidat_13249660,"[10, 10, 10, 10, 40, 20]",100
Candidat_13248850,"[10, 10, 10, 10, 40, 20]",100
Candidat_13248820,"[10, 10, 10, 10, 40, 20]",100
Candidat_13248010,"[10, 10, 10, 10, 40, 20]",100
Candidat_13247170,"[10, 10, 10, 10, 40, 20]",100
Candidat_13241260,"[10, 10, 10, 10, 40, 20]",100
Candidat_13247140,"[10, 10, 10, 10, 40, 20]",100
Candidat_13246330,"[10, 10, 10, 10, 40, 20]",100
Candidat_13246300,"[10, 10, 10, 10, 40, 20]",100
Candidat_13245490,"[10, 10, 10, 10, 40, 20]",100
Candidat_13245460,"[10, 10, 10, 10, 40, 20]",100
Candidat_13244650,"[10, 10, 10, 10, 40, 20]",100
Candidat_13244620,"[10, 10, 10, 10, 40, 20]",100
Candidat_13243810,"[10, 10, 10, 10, 40, 20]",100
Candidat_13243780,"[10, 10, 10, 10, 40, 20]",100
Candidat_13242970,"[10, 10, 10, 10, 40, 20]",100
Candidat_13242940,"[10, 10, 10, 10, 40, 20]",100
Candidat_13242130,"[10, 10, 10, 10, 40, 20]",100
Candidat_13242100,"[10, 10, 10, 10, 40, 20]",100
Candidat_13241290,"[10, 10, 10, 10, 40, 20]",100
Candidat_13226140,"[10, 10, 10, 10, 40, 20]",100
Candidat_13225330,"[10, 10, 10, 10, 40, 20]",100
Candidat_13225300,"[10, 10, 10, 10, 40, 20]",100
Candidat_13204300,"[10, 10, 10, 10, 40, 20]",100
Candidat_13210180,"[10, 10, 10, 10, 40, 20]",100
Candidat_13209370,"[10, 10, 10, 10, 40, 20]",100
Candidat_13209340,"[10, 10, 10, 10, 40, 20]",100
Candidat_13208530,"[10, 10, 10, 10, 40, 20]",100
Candidat_13208500,"[10, 10, 10, 10, 40, 20]",100
Candidat_13207690,"[10, 10, 10, 10, 40, 20]",100
Candidat_13207660,"[10, 10, 10, 10, 40, 20]",100
Candidat_13206850,"[10, 10, 10, 10, 40, 20]",100
Candidat_13206820,"[10, 10, 10, 10, 40, 20]",100
Candidat_13206010,"[10, 10, 10, 10, 40, 20]",100
Candidat_13205980,"[10, 10, 10, 10, 40, 20]",100
Candidat_13205170,"[10, 10, 10, 10, 40, 20]",100
Candidat_13205140,"[10, 10, 10, 10, 40, 20]",100
Candidat_13204330,"[10, 10, 10, 10, 40, 20]",100
Candidat_13203490,"[10, 10, 10, 10, 40, 20]",100
Candidat_13211020,"[10, 10, 10, 10, 40, 20]",100
Candidat_13203460,"[10, 10, 10, 10, 40, 20]",100
